indic_is,unit,hhtyp,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
H_DIALUP,PC_HH_IACC,HH_DEG1,AT	: 	: 	: 	: 	: 	: 	: 	: 	6 	10 	10 	16 	16 	25 	38 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,BE	: 	: 	: 	: 	: 	: 	: 	: 	2 	2 	4 	8 	9 	12 	19 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,BG	: 	: 	: 	: 	: 	: 	: 	: 	14 	19 	9 	18 	15 	23 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,CY	: 	: 	: 	: 	: 	: 	: 	: 	2 	3 	9 	18 	41 	58 	85 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,CZ	: 	: 	: 	: 	: 	: 	: 	: 	2 	8 	8 	14 	15 	34 	63 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,DE	: 	: 	: 	: 	: 	: 	: 	: 	4 	6 	14 	31 	36 	48 	67 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,DK	: 	: 	: 	: 	: 	: 	: 	: 	0 n	2 	2 	6 	8 	13 	25 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,EA	: 	: 	: 	: 	: 	: 	: 	: 	6 	6 	10 	18 	24 	34 	55 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,EE	: 	: 	: 	: 	: 	: 	: 	: 	10 	18 	10 	3 	9 	18 	22 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,EL	: 	: 	: 	: 	: 	: 	: 	: 	8 	9 	9 	25 	68 	81 	97 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,ES	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	3 	11 	15 	24 	40 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,EU15	: 	: 	: 	: 	: 	: 	: 	: 	5 	8 	9 	16 	22 	32 	51 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	9 	16 	21 	31 	49 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	10 	17 	22 	32 	49 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	7 	8 	11 	18 	24 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,EU28	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	10 	17 	22 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,FI	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	4 	8 	7 	8 	20 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,FR	: 	: 	: 	: 	: 	: 	: 	: 	8 	6 	8 	5 	11 	16 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,HR	: 	: 	: 	: 	: 	: 	: 	: 	3 	1 	10 	35 	31 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,HU	: 	: 	: 	: 	: 	: 	: 	: 	6 	5 	5 	10 	11 	20 	40 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,IE	: 	: 	: 	: 	: 	: 	: 	: 	7 	4 	5 	11 	23 	52 	66 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,IS	: 	: 	: 	: 	: 	: 	: 	: 	1 	: u	: u	: u	: 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,IT	: 	: 	: 	: 	: 	: 	: 	: 	11 	10 	11 	17 	32 	45 	58 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,LT	: 	: 	: 	: 	: 	: 	: 	: 	0 n	0 n	1 	3 	4 	13 	16 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,LU	: 	: 	: 	: 	: 	: 	: 	: 	27 	29 	19 	25 	27 	34 	52 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,LV	: 	: 	: 	: 	: 	: 	: 	: 	18 	9 	5 	14 	16 	12 	19 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,MT	: 	: 	: 	: 	: 	: 	: 	: 	0 n	2 	3 	6 	15 	29 	42 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,NL	: 	: 	: 	: 	: 	: 	: 	: 	6 	4 	7 	11 	9 	14 	28 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,NO	: 	: 	: 	: 	: 	: 	: 	: 	27 	19 	21 	17 	16 	10 	21 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,PL	: 	: 	: 	: 	: 	: 	: 	: 	7 	9 	9 	13 	16 	21 	29 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,PT	: 	: 	: 	: 	: 	: 	: 	: 	4 	11 	15 	13 	18 	23 	33 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,RO	: 	: 	: 	: 	: 	: 	: 	: 	51 	45 	38 	52 	63 	62 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,SE	: 	: 	: 	: 	: 	: 	: 	: 	12 	12 	15 	17 	28 	29 	32 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,SI	: 	: 	: 	: 	: 	: 	: 	: 	3 	6 	7 	13 	14 	29 	47 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,SK	: 	: 	: 	: 	: 	: 	: 	: 	18 	20 	19 	20 	19 	35 	43 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG1,UK	: 	: 	: 	: 	: 	: 	: 	: 	2 	: u	6 	11 	13 	26 	40 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,AT	: 	: 	: 	: 	: 	: 	: 	: 	9 	16 	19 	19 	24 	39 	50 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,BE	: 	: 	: 	: 	: 	: 	: 	: 	2 	1 	5 	5 	10 	9 	18 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,BG	: 	: 	: 	: 	: 	: 	: 	: 	13 	13 	10 	26 	26 	39 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,CY	: 	: 	: 	: 	: 	: 	: 	: 	2 	1 	13 	41 	56 	75 	94 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,CZ	: 	: 	: 	: 	: 	: 	: 	: 	4 	7 	10 	23 	26 	42 	71 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,DE	: 	: 	: 	: 	: 	: 	: 	: 	5 	7 	17 	33 	41 	56 	69 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,DK	: 	: 	: 	: 	: 	: 	: 	: 	0 n	2 	3 	6 	9 	18 	29 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,EA	: 	: 	: 	: 	: 	: 	: 	: 	7 	8 	14 	23 	30 	44 	58 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,EE	: 	: 	: 	: 	: 	: 	: 	: 	15 u	4 u	0 u	2 u	: u	: u	: u	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,EL	: 	: 	: 	: 	: 	: 	: 	: 	15 	7 	10 	34 	78 	83 	83 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,ES	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	4 	15 	21 	27 	42 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,EU15	: 	: 	: 	: 	: 	: 	: 	: 	7 	10 	13 	21 	28 	41 	56 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	13 	21 	28 	40 	55 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	7 	10 	13 	21 	28 	40 	55 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	7 	8 	13 	23 	29 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,EU28	: 	: 	: 	: 	: 	: 	: 	: 	7 	10 	13 	21 	28 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,FI	: 	: 	: 	: 	: 	: 	: 	: 	0 	1 	5 	8 	7 	6 	19 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,FR	: 	: 	: 	: 	: 	: 	: 	: 	10 	9 	11 	9 	14 	25 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,HR	: 	: 	: 	: 	: 	: 	: 	: 	6 	10 	9 	38 	43 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,HU	: 	: 	: 	: 	: 	: 	: 	: 	6 	11 	7 	7 	11 	18 	45 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,IE	: 	: 	: 	: 	: 	: 	: 	: 	12 	9 	9 	19 	31 	69 	81 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	1 	3 	6 	9 	18 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,IT	: 	: 	: 	: 	: 	: 	: 	: 	12 	13 	15 	23 	40 	55 	62 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,LU	: 	: 	: 	: 	: 	: 	: 	: 	25 	30 	20 	25 	23 	37 	49 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,LV	: 	: 	: 	: 	: 	: 	: 	: 	0 u	0 	0 	53 	: u	0 	23 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,MT	: 	: 	: 	: 	: 	: 	: 	: 	0 	1 	3 	10 	23 	18 	57 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,NL	: 	: 	: 	: 	: 	: 	: 	: 	6 	4 	10 	13 	12 	18 	32 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,NO	: 	: 	: 	: 	: 	: 	: 	: 	24 	16 	22 	22 	18 	15 	21 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,PL	: 	: 	: 	: 	: 	: 	: 	: 	10 	11 	14 	: u	: u	24 	37 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,PT	: 	: 	: 	: 	: 	: 	: 	: 	10 	13 	22 	17 	31 	36 	45 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,RO	: 	: 	: 	: 	: 	: 	: 	: 	30 u	59 	45 	90 	: u	: u	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,SE	: 	: 	: 	: 	: 	: 	: 	: 	16 	15 	14 	23 	34 	27 	38 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,SI	: 	: 	: 	: 	: 	: 	: 	: 	8 	7 	14 	16 	19 	38 	58 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG2,UK	: 	: 	: 	: 	: 	: 	: 	: 	2 	: u	: u	11 	22 	33 	48 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,AT	: 	: 	: 	: 	: 	: 	: 	: 	11 	17 	20 	20 	29 	50 	65 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,BE	: 	: 	: 	: 	: 	: 	: 	: 	3 	2 	8 	8 	10 	13 	29 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,BG	: 	: 	: 	: 	: 	: 	: 	: 	12 	11 	18 	15 	20 	28 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,CY	: 	: 	: 	: 	: 	: 	: 	: 	7 	13 	14 	25 	68 	84 	93 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,CZ	: 	: 	: 	: 	: 	: 	: 	: 	5 	8 	11 	22 	26 	50 	80 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,DE	: 	: 	: 	: 	: 	: 	: 	: 	7 	10 	23 	39 	49 	66 	79 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,DK	: 	: 	: 	: 	: 	: 	: 	: 	1 	3 	4 	7 	13 	23 	39 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,EA	: 	: 	: 	: 	: 	: 	: 	: 	9 	11 	17 	24 	34 	50 	64 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,EE	: 	: 	: 	: 	: 	: 	: 	: 	17 	11 	10 	11 	31 	25 	29 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,EL	: 	: 	: 	: 	: 	: 	: 	: 	9 	14 	16 	30 	73 	85 	97 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,ES	: 	: 	: 	: 	: 	: 	: 	: 	1 	4 	7 	18 	23 	37 	54 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,EU15	: 	: 	: 	: 	: 	: 	: 	: 	8 	11 	15 	22 	33 	47 	61 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	15 	21 	31 	45 	60 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	10 	13 	16 	22 	31 	45 	60 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	10 	12 	16 	23 	31 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,EU28	: 	: 	: 	: 	: 	: 	: 	: 	10 	13 	16 	22 	31 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,FI	: 	: 	: 	: 	: 	: 	: 	: 	0 n	1 	7 	10 	10 	16 	35 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,FR	: 	: 	: 	: 	: 	: 	: 	: 	13 	15 	15 	14 	21 	40 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,HR	: 	: 	: 	: 	: 	: 	: 	: 	10 	11 	16 	45 	49 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,HU	: 	: 	: 	: 	: 	: 	: 	: 	6 	11 	7 	12 	18 	30 	58 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,IE	: 	: 	: 	: 	: 	: 	: 	: 	14 	15 	30 	53 	71 	91 	94 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,IS	: 	: 	: 	: 	: 	: 	: 	: 	1 	: u	4 	8 	10 	17 	33 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,IT	: 	: 	: 	: 	: 	: 	: 	: 	13 	14 	20 	32 	52 	69 	76 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,LT	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	1 	5 	8 	17 	23 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,LU	: 	: 	: 	: 	: 	: 	: 	: 	30 	30 	19 	21 	29 	38 	56 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,LV	: 	: 	: 	: 	: 	: 	: 	: 	5 	4 	7 	14 	17 	21 	17 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,MT	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	4 	33 	24 	53 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,NL	: 	: 	: 	: 	: 	: 	: 	: 	9 	5 	11 	13 	10 	19 	34 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,NO	: 	: 	: 	: 	: 	: 	: 	: 	19 	20 	24 	22 	28 	21 	47 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,PL	: 	: 	: 	: 	: 	: 	: 	: 	8 	11 	14 	18 	20 	30 	41 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,PT	: 	: 	: 	: 	: 	: 	: 	: 	9 	14 	16 	12 	26 	37 	49 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,RO	: 	: 	: 	: 	: 	: 	: 	: 	46 	53 	42 	62 	57 	66 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,SE	: 	: 	: 	: 	: 	: 	: 	: 	13 	14 	19 	26 	40 	35 	49 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,SI	: 	: 	: 	: 	: 	: 	: 	: 	11 	11 	18 	19 	36 	51 	70 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,SK	: 	: 	: 	: 	: 	: 	: 	: 	22 	24 	23 	21 	25 	49 	58 	: 	: 
H_DIALUP,PC_HH_IACC,HH_DEG3,UK	: 	: 	: 	: 	: 	: 	: 	: 	2 	: u	11 	17 	29 	40 	67 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,AT	: 	: 	: 	: 	: 	: 	: 	: 	9 	14 	16 	18 	: u	37 	50 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,BE	: 	: 	: 	: 	: 	: 	: 	: 	2 	1 	4 	6 	9 	11 	19 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,CY	: 	: 	: 	: 	: 	: 	: 	: 	4 	6 	10 	23 	48 	65 	87 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,CZ	: 	: 	: 	: 	: 	: 	: 	: 	0 n	6 	7 	10 	14 	30 	66 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,DE	: 	: 	: 	: 	: 	: 	: 	: 	5 	6 	15 	32 	39 	51 	67 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,DK	: 	: 	: 	: 	: 	: 	: 	: 	0 n	2 	3 	6 	10 	18 	31 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,EA	: 	: 	: 	: 	: 	: 	: 	: 	7 	7 	12 	20 	26 	41 	56 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,EL	: 	: 	: 	: 	: 	: 	: 	: 	4 	23 	17 	27 	80 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,ES	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	4 	13 	18 	26 	44 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,EU15	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	11 	18 	24 	37 	52 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	11 	18 	24 	37 	52 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	11 	18 	24 	37 	52 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	7 	7 	12 	19 	26 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,EU28	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	11 	18 	24 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,FI	: 	: 	: 	: 	: 	: 	: 	: 	0 n	0 n	6 	9 	8 	11 	26 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,FR	: 	: 	: 	: 	: 	: 	: 	: 	9 	8 	10 	8 	13 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,HU	: 	: 	: 	: 	: 	: 	: 	: 	8 	7 	6 	9 	10 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,IE	: 	: 	: 	: 	: 	: 	: 	: 	11 	10 	16 	29 	43 	66 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,IT	: 	: 	: 	: 	: 	: 	: 	: 	10 	11 	14 	22 	38 	53 	63 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,LU	: 	: 	: 	: 	: 	: 	: 	: 	27 	30 	20 	24 	26 	36 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,NL	: 	: 	: 	: 	: 	: 	: 	: 	7 	5 	9 	12 	10 	16 	31 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,PT	: 	: 	: 	: 	: 	: 	: 	: 	4 	12 	14 	12 	16 	21 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,SE	: 	: 	: 	: 	: 	: 	: 	: 	14 	14 	17 	23 	36 	33 	43 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,SK	: 	: 	: 	: 	: 	: 	: 	: 	29 	31 	29 	26 	26 	47 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_NO1,UK	: 	: 	: 	: 	: 	: 	: 	: 	2 	: u	7 	12 	18 	29 	47 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,AT	: 	: 	: 	: 	: 	: 	: 	: 	10 	15 	19 	: u	: u	44 	58 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,BE	: 	: 	: 	: 	: 	: 	: 	: 	3 	1 	8 	12 	11 	10 	21 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,BG	: 	: 	: 	: 	: 	: 	: 	: 	13 	16 	12 	17 	17 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,CZ	: 	: 	: 	: 	: 	: 	: 	: 	5 	8 	10 	21 	23 	44 	72 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,DE	: 	: 	: 	: 	: 	: 	: 	: 	6 	11 	21 	37 	48 	67 	79 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,EA	: 	: 	: 	: 	: 	: 	: 	: 	9 	11 	15 	25 	38 	50 	63 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,EE	: 	: 	: 	: 	: 	: 	: 	: 	13 	14 	10 	6 	18 	21 	24 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,EL	: 	: 	: 	: 	: 	: 	: 	: 	10 	9 	12 	28 	70 	83 	97 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,ES	: 	: 	: 	: 	: 	: 	: 	: 	1 	3 	5 	13 	17 	27 	41 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,EU15	: 	: 	: 	: 	: 	: 	: 	: 	8 	10 	14 	24 	37 	48 	62 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	12 	20 	28 	39 	54 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	12 	14 	15 	23 	30 	40 	54 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	12 	14 	15 	23 	30 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,EU28	: 	: 	: 	: 	: 	: 	: 	: 	12 	14 	15 	23 	30 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 	33 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,FR	: 	: 	: 	: 	: 	: 	: 	: 	18 	13 	16 	: 	: 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,HU	: 	: 	: 	: 	: 	: 	: 	: 	5 	9 	6 	10 	16 	23 	46 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87 	81 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,IT	: 	: 	: 	: 	: 	: 	: 	: 	17 	15 	13 	20 	38 	53 	62 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,LT	: 	: 	: 	: 	: 	: 	: 	: 	0 n	1 	1 	4 	6 	15 	18 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,LV	: 	: 	: 	: 	: 	: 	: 	: 	12 	7 	6 	15 	16 	15 	18 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,MT	: 	: 	: 	: 	: 	: 	: 	: 	0 n	2 	2 	6 	17 	24 	44 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,PL	: 	: 	: 	: 	: 	: 	: 	: 	8 	10 	12 	16 	18 	24 	34 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,PT	: 	: 	: 	: 	: 	: 	: 	: 	9 	13 	19 	15 	28 	34 	39 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,RO	: 	: 	: 	: 	: 	: 	: 	: 	49 	48 	40 	56 	62 	62 	: 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28 	44 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,SI	: 	: 	: 	: 	: 	: 	: 	: 	8 	9 	14 	17 	25 	41 	61 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,SK	: 	: 	: 	: 	: 	: 	: 	: 	19 	22 	20 	20 	22 	43 	52 	: 	: 
H_DIALUP,PC_HH_IACC,HH_O1,UK	: 	: 	: 	: 	: 	: 	: 	: 	1 	: u	: u	: u	: u	36 	52 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,AT	: 	: 	: 	: 	: 	: 	: 	: 	9 	14 	16 	18 	22 	37 	51 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	2 	1 	5 	7 	9 	11 	19 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,BG	: 	: 	: 	: 	: 	: 	: 	: 	13 	16 	12 	17 	17 	25 	: 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	4 	6 	10 	23 	48 	65 	87 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,CZ	: 	: 	: 	: 	: 	: 	: 	: 	4 	8 	10 	19 	21 	42 	71 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,DE	: 	: 	: 	: 	: 	: 	: 	: 	5 	7 	16 	33 	40 	54 	69 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,DK	: 	: 	: 	: 	: 	: 	: 	: 	0 n	2 	3 	6 	10 	18 	31 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,EA	: 	: 	: 	: 	: 	: 	: 	: 	7 	8 	12 	20 	28 	40 	57 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,EE	: 	: 	: 	: 	: 	: 	: 	: 	13 	14 	10 	6 	18 	21 	24 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,EL	: 	: 	: 	: 	: 	: 	: 	: 	9 	10 	12 	28 	70 	83 	97 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,ES	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	4 	13 	17 	26 	43 	: 	: 
